"John Morris
","jmorris
",england,,,,,,,,,
authorid,Title,Pubdate,Language,Publisher,City,Country,Pub_id,Genre,Translation,Length,Descriptor
"jmorris
",The Candywine Development,1970,English,HarperCollins,"New York, NY",United States,new_york_ny_united_states,Fiction (Novel),n,296,
"jmorris
",Fever Grass,1969,English,HarperCollins,"New York, NY",United States,new_york_ny_united_states,Fiction (Novel),n,264,
