C. L. R. James,clrjames,trinidad_&_tobago,,,,,,,,,
authorid,Title,Pubdate,Language,Publisher,City,Country,Pub_id,Genre,Translation,Length,Descriptor
clrjames,Les Jacobins Noirs : Toussaint Louverture Et La Révolution De Saint-Domingue,2017,English,Éditions Amsterdam,Paris,France,paris_fr_france,Biography,n,416,
clrjames,Minty Alley,1936,English,Allen & Unwin,Crows Nest,Australia,crows_nest_australia,Fiction (Novel),n,248,
