George Lamming; Francish H Marshall,glamming; fhmarshall,,,,,,,,,,
authorid,Title,Pubdate,Language,Publisher,City,Country,Pub_id,Genre,Translation,Length,Descriptor
glamming; fhmarshall,Marshall's physiology of reproduction,1994,English,Chapman & Hal,London,England ,(london)_england,Nonfiction Book ,n,676,
glamming; fhmarshall,Reproductive cycles of vertebrates.,1984,English,Chapman & Hal,London,England ,(london)_england,Nonfiction Book ,n,842,
glamming; fhmarshall,Ovulation and early pregnancy,1994,English,Chapman & Hal,London,England ,(london)_england,Nonfiction Book ,n,676,
glamming; fhmarshall,"Fetal physiology, parturition and lactation",1994,English,Chapman & Hal,London,England ,(london)_england,Nonfiction Book ,n,18,
