 Jose Martí,jmartí,cuba,,,,,,,,,
authorid,Title,Pubdate,Language,Publisher,Pub_city,Country,Pub_id,Genre,Translation,Length,Descriptor
jmartí,Versos Libres De José Martí,1939,Spanish,"La Veronica, imprenta de M. Altolaguirre",Havana,Cuba,havana_cuba,Poetry Collection,n,211,
jmartí,Versos Sencillos,1939,Spanis,Publicaciones de la Secretaría de Educación,Havana,Cuba,havana_cuba,Poetry Collection,n,78,1891
